Geneid	pOka_WT_1
35	157
121665	715
6927	12
64897	351
8638	15
5027	35
5025	899
10645	777
51433	1928
80196	454
84678	402
84876	356
283385	5
144404	338
54509	123
23067	360
3242	505
5715	633
144406	17
605	257
22877	921
254050	2
386653	0
79369	9
56616	689
65082	342
6249	1802
55596	404
65117	923
9735	784
338442	0
8843	1
27198	0
8562	1074
84660	28
9026	448
79720	975
23457	189
79676	315
51329	1831
57605	286
10198	396
91574	356
8099	2020
55206	1080
387893	791
196383	210
11066	219
353116	373
10959	5342
57696	458
1967	1051
2967	562
79867	488
23545	300
196385	17
80212	661
144348	3743
100533183	1
144347	0
9612	2010
949	2664
7316	10091
57647	522
140707	124
65985	725
114795	4
92293	0
121260	1084
144423	0
121256	0
11211	0
9271	0
23504	0
2054	588
5901	6437
283383	1
6433	735
4326	5
8408	735
80324	290
57634	1163
317781	295
79050	282
50614	1
57666	532
100507055	1
22953	2
5426	925
5827	394
192111	535
23141	1565
2802	874
55743	249
100289635	267
7574	15
7637	43
7699	118
101060200	26
7556	106
10795	343
647589	0
7278	0
93492	2
54737	807
55269	790
9205	236
7750	1574
2700	1
2706	0
10804	0
51084	284
8100	286
53342	70
221143	109
64328	594
26524	576
10284	2095
221150	455
78988	1053
253832	797
221154	823
2254	2
6445	2
26278	2038
55504	467
4285	432
542767	7
387911	0
221178	210
338872	0
143	2775
479	0
56163	0
55835	269
5042	18
219287	0
9107	640
9818	1070
51761	0
387914	0
6049	921
1024	313
10810	220
2835	0
219333	794
387496	6
2971	1811
219402	505
222484	308
51082	1957
219409	0
3651	0
1045	0
646625	0
2322	5
255967	370
2321	0
51371	1767
283537	383
23281	0
6541	1461
5412	851
84056	447
3146	5590
10208	477
241	38
84935	0
122046	0
10808	2988
145173	438
122042	0
10129	56
646799	5
675	216
90634	145
10443	927
23047	641
9365	2
90627	431
5983	661
26960	1660
4081	1307
9201	110
100526761	1
54937	2
728591	12
23111	1871
8900	0
400120	0
5994	146
4093	189
29880	453
11340	505
55578	1030
122011	0
10631	13
7223	229
51569	1233
341640	23
161003	0
80209	581
387921	413
10186	320
57511	411
2308	427
10240	289
10166	163
1997	617
11193	417
89890	390
84078	145
9617	131
79612	243
28984	6
23078	779
160851	576
11215	1302
8600	0
144809	0
94240	7
29103	698
55068	0
160857	0
144811	0
79024	9
387923	168
8848	1497
26747	233
55425	416
2963	774
386618	45
7178	56299
253512	331
83548	586
220081	0
220082	0
283514	0
23091	1148
1361	1
3936	4
220416	0
80183	1
23143	539
2098	1968
3356	0
8803	793
55270	374
29079	675
9445	13067
5925	1972
10161	2
1102	52
57105	0
22862	1192
2862	0
81602	108
81617	156
107303344	0
83852	157
51131	14
55213	1374
115761	0
84650	482
3839	1020
57213	429
10206	475
283518	0
220107	39
79621	763
220108	327
647174	3
26512	652
115825	103
79758	212
83446	0
540	215
440138	83
9724	400
341676	1
4752	82
55901	50
51028	744
26586	2155
144983	209
10910	551
11061	0
5100	0
10562	0
729246	0
729250	0
729233	0
122183	0
729240	0
27253	28
81624	889
81550	247
64881	122
5101	90
57626	0
1602	262
440145	438
79866	207
22894	1095
10464	351
688	1255
11278	587
9882	237
170622	1481
7347	341
4008	423
729420	0
115207	295
730249	0
1203	646
26224	857
23077	1101
8796	1
100129307	0
122060	374
1910	1
5457	0
79596	302
64062	711
54602	1107
10253	672
114798	0
84189	3
26050	214
2262	3
10082	1113
1638	7
23483	224
160897	457
11166	0
10257	787
9071	1
22873	1031
5611	799
55757	624
266722	0
27199	0
10150	2752
5911	830
3843	4464
10160	1067
140432	0
8428	2328
6564	1
23348	509
337867	1036
2841	0
1880	2
9375	4147
171425	152
85416	0
7546	78
5095	363
87769	85
84899	453
259232	157
9358	63
2259	0
7174	1127
196541	1
643677	10
93081	199
79070	424
54841	357
100533467	0
2073	52
6555	1
267012	0
1948	534
55082	1460
728215	222
3981	345
84945	340
10673	5
23026	19
8660	2624
1282	3730
1284	5682
100129836	1
55647	76
55739	673
79587	1062
3621	246
55608	775
8874	858
121793	6
6656	0
122258	0
10426	417
400165	0
23250	1145
23263	1
2155	0
2159	0
8858	6
55795	679
8451	1693
3916	8068
79774	21
101928841	4
113622	9
55208	216
55002	2392
7027	2249
496	0
6011	0
348013	60
2621	1188
643365	2
22821	106
8881	1112
65110	814
283489	496
440153	0
404785	0
641455	0
79334	0
441669	0
441670	0
390429	0
390431	0
79317	0
79544	0
81127	0
122740	0
390433	0
122742	0
390436	0
390437	0
390439	0
122748	0
390442	0
91875	177
57820	519
10038	522
7011	318
123103	0
55644	282
328	4164
90809	525
4860	801
338879	0
390443	0
122651	0
493901	0
341799	0
283	35
6038	149
10876	0
64184	0
6039	0
6035	1
6037	1
6036	0
64745	693
29986	0
57447	178
122664	0
440163	0
84659	0
122665	0
55701	688
51222	574
643382	30
390445	0
3183	8395
57096	7
11198	3022
57680	1594
84932	276
9878	1204
56339	483
6297	463
26533	0
26534	0
26686	0
26687	0
1603	2975
63874	1722
5018	2910
9056	25
122704	633
4323	13026
26020	5804
161253	13
55147	1054
10419	2039
54930	645
84962	2594
60686	185
5693	2077
122706	0
64403	893
22985	2953
55017	1042
1053	0
23428	1224
100507650	6
57594	290
90673	226
100529063	3
599	535
8106	233
51310	28
10278	0
64806	0
116173	0
4624	0
4625	0
25983	423
85446	97
79178	290
8906	1028
84502	2
10202	15
10901	229
317749	163
728635	0
90668	4
9362	1
4901	10
5106	318
80344	1117
161247	6
5720	3077
51016	402
5721	1175
55072	643
10379	930
9985	5675
79711	833
10548	1324
283629	39
29082	445
100528064	1
145553	22
4738	1015
51292	1433
26277	578
7051	208
5875	418
115817	370
161424	640
27141	3
56413	7
1241	95
196883	0
11035	0
4776	289
57523	11
643866	4
23351	680
56948	165
1215	2
1511	0
2999	0
3002	0
29091	252
4857	295
2290	0
5587	202
55632	571
23256	745
1690	45
29966	503
11154	125
25831	2988
25938	703
112487	232
2856	0
80224	291
394	2183
9472	94
64067	14
112399	51
171546	745
55837	677
58533	1400
1073	1793
11177	778
6729	1043
283635	577
55012	295
9692	565
5687	2006
4792	531
84684	0
253959	392
84312	178
51562	315
253970	0
7080	0
26257	0
5083	0
89874	24
145282	152
3169	0
319089	3
6751	28
161198	0
10484	2481
8487	146
122553	478
5411	2632
117153	1
4253	336
254170	474
145581	7
84075	0
122525	104
54813	227
23116	461
55015	586
2287	1165
57697	132
55320	907
140801	0
161357	61
6235	3479
122769	268
6166	3250
4247	1056
55172	261
5427	127
122773	40
23588	744
9147	840
382	1255
79609	96
6655	728
79944	197
27109	111
8814	110
11183	1889
51062	29
60485	681
51199	988
145447	7
5836	1041
114088	2
81542	1094
122786	1750
54331	0
51637	2202
22795	1211
5729	0
5732	73
57544	273
283554	53
30001	2393
5706	1126
6815	344
64841	641
10979	1496
80821	381
652	1343
1033	919
10175	1446
2764	1529
10668	168
23034	536
2643	154
11169	502
122809	579
93487	1813
3958	1917
9787	912
55030	847
22863	475
387332	0
3895	5403
57161	102
54916	463
5015	3338
10640	1190
55745	600
122830	484
55195	0
341880	4
145407	122
55860	1061
5684	1161
5926	451
387990	3
26520	498
9786	437
51339	87
23002	415
64582	23
112849	495
51528	1082
729665	6
6252	2
64430	1565
51635	354
5494	758
317761	0
4990	0
6495	9
51804	258
4331	374
57570	451
145389	245
161291	0
5583	80
3091	13568
6617	717
83851	1
27133	19
57381	526
122876	1
5529	663
112840	199
81537	296
23224	1316
2100	4
4522	2328
7597	129
9495	45
22890	624
3306	167
145376	6
26030	838
6710	45
91612	497
100529261	0
2877	0
376267	284
2342	29
4149	812
2530	389
10243	308
161142	1
64398	928
51382	1135
1965	1604
26499	0
161145	39
57475	165
5283	126
384	202
10490	725
51109	1618
145226	6
23503	828
5890	89
677	5349
87	10059
8816	873
55218	470
57452	47
2079	1753
55334	1367
400224	1
56936	0
9766	213
6430	2898
6554	0
64093	0
6547	0
51241	76
100529257	0
55333	677
8747	12
8748	1
10001	397
23508	545
4293	467
22990	1452
26037	393
9628	0
8110	30
26094	157
53349	565
58517	2290
5663	1141
89932	414
8650	921
399671	8
79697	259
641371	101
10965	384
122970	2
641372	5
83544	259
9240	1530
91748	557
145482	485
57862	610
145483	98
51004	199
957	123
80127	99
4329	277
91750	138
338917	0
5826	630
55237	0
646658	0
10577	6329
122961	447
4053	1957
9870	1204
51077	667
56252	1393
283571	15
1743	2218
83694	91
5228	8
8892	787
27030	397
97	107
79696	71
91754	1738
10972	3478
2353	26
122953	209
10538	0
55640	21
11161	1263
23093	698
7043	64
112752	434
55668	828
2103	0
22846	281
23357	296
145497	0
64207	1000
85457	241
283576	0
57156	126
58157	0
29954	966
2954	378
283578	51
161394	36
122945	13
63894	401
10598	2107
145501	4
9517	862
8846	243
81892	656
22938	1262
283579	2
57143	90
9369	372
1734	17461
145508	133
7253	0
2957	436
85439	378
6400	2046
23768	5420
2581	406
8477	0
54207	0
55812	170
11099	447
79882	1328
161436	126
123016	647
1112	876
90141	98
55775	426
56659	1
5700	1471
55051	209
801	2747
145567	339
9252	47
80017	599
8111	2
440193	86
55671	969
79820	0
123036	11
10516	35
9321	835
4287	220
4707	798
53981	1239
123041	0
79890	268
5641	1099
9950	906
1113	0
3705	768
64112	563
26175	173
84520	208
55148	872
55727	515
57578	1
341947	0
145270	0
90050	0
51676	0
78990	150
57062	3317
122509	113
3429	71
83982	656
57718	81
51156	2
866	0
390502	0
5265	139
256394	0
327657	0
145264	0
5267	0
5104	5
12	11
145258	0
23405	774
79789	58
161176	15
51218	895
9623	0
8115	0
56967	509
624	2
623	18
55102	663
51527	447
122481	125
10914	3726
7443	367
283598	0
64919	12
84193	1146
8812	598
317762	2270
84439	464
10858	8
2009	1288
51466	297
123099	2
7528	1231
123096	621
283600	0
7453	1191
79446	115
57596	148
8788	0
388015	0
1735	0
5527	1658
1778	9027
3320	20137
91833	319
5891	158
55778	285
51550	372
9895	499
122416	494
23186	931
7187	577
81693	5
9578	3351
91828	1
7127	19
1983	3406
4140	889
1152	181
115708	368
9529	620
84334	573
3831	1460
7517	331
79038	575
23368	422
9556	1347
122402	0
647286	0
374569	0
26153	8
400258	0
388021	0
64423	2822
122622	219
10572	484
207	2309
100128927	57
283638	959
122618	2
113146	11554
122616	212
55038	584
29933	5
3714	47
256281	293
2972	439
90135	497
23241	909
647310	14
9112	1211
1397	69
1396	3
283643	143
80757	24
727832	0
100996331	0
100287399	0
390538	0
283694	0
283767	0
114791	305
23191	1926
81614	1125
123606	513
440243	0
283685	0
7681	41
54551	0
4692	0
23742	0
6638	0
8926	0
7337	1436
57194	0
2562	0
2558	0
2567	0
4948	0
8924	1414
653720	0
321	93
23359	45
56160	689
7082	2164
653073	9
89832	17
101059918	7
728498	73
89839	57
22909	564
54893	812
4308	89
283710	0
51621	493
161725	0
1139	28
653125	37
728047	4
643699	13
9824	1030
6447	20
26585	4
342184	88
6263	18
57099	144
1133	0
56851	1064
161779	54
79768	299
51234	1273
9990	375
55505	1355
256646	3
254531	483
23015	903
440270	281
57369	0
70	47
9716	838
54989	640
89978	121
84529	336
4212	793
145942	0
161742	904
283742	490
10125	252
400359	0
400360	3
7057	12862
161835	18
11245	451
440275	1330
6727	5820
90427	242
701	1048
106821730	0
56924	6
644809	0
100131244	2
5330	2
100505573	444
388115	2795
644844	0
85455	46
90417	889
3712	1427
22893	466
113189	883
90416	290
27079	203
57082	387
5888	180
55177	420
2644	77
55192	132
643338	21
84936	321
54866	0
6692	13
171177	5
57617	942
54567	1
79094	55
54617	919
161829	1
11261	1293
11339	187
51203	2091
51103	190
23168	1483
3706	60
4058	2
26015	491
7301	537
23269	429
23005	462
8681	0
100137047	40
100137049	1
51332	8
30844	438
123745	0
283748	0
255189	0
23339	1246
25963	667
2595	326
825	22
64397	4944
8773	849
255252	212
55142	470
57519	494
146059	264
146057	241
197131	703
80021	314
23582	754
2038	0
9333	1
116179	0
9836	243
161823	225
146050	293
27229	563
7158	1683
4130	120
9677	536
1159	16
161497	2
117155	20
548596	0
2923	11487
80237	123
10169	7380
619189	61
25764	702
4236	700
79968	296
84978	356
113201	2034
51496	715
8669	1405
80208	1179
197135	5
567	13932
140691	10
145645	0
6652	432
50506	1
405753	0
90527	0
53905	23
90525	19
9153	3
2628	10
79029	157
84419	1
7782	84
26258	888
58472	349
80031	1
283652	13
50804	1081
399697	0
6557	0
1854	1297
2200	14664
22995	261
399694	22
23741	3837
9728	1013
9318	1816
2585	203
196951	35
2252	1
56986	250
79895	18
11001	695
3067	3
2553	371
9101	1338
373509	0
54822	1260
84888	410
23431	322
388121	35
1588	0
342035	0
23312	672
29106	0
256586	121
29767	262
29766	956
123169	551
5597	1548
10017	0
10681	712
55930	716
4644	739
10776	2814
56204	367
3175	2
256764	0
440279	0
51187	1606
5873	326
101928527	82
9488	201
9236	1371
145788	34
161582	95
26108	410
283659	367
4734	578
64864	1511
374618	106
55329	223
54816	467
6938	1353
84952	6005
145781	0
100820829	16
81488	49
8854	0
366	0
3990	2
102	2584
54629	349
79811	1343
54778	777
9133	1137
4643	4318
92483	6
145773	52
9245	5
2958	856
663	1118
27023	0
302	39268
79664	785
6095	119
54832	1096
145741	1
388125	0
83660	906
7168	16078
114294	942
51065	4107
51762	962
83464	459
771	607
9960	450
283807	3
8925	936
23604	54
84191	1011
6642	1891
79856	19
5479	4516
53944	739
9768	834
9325	349
23060	1341
4947	1712
348093	11
80119	125
80301	509
348094	51
51324	1188
123263	245
123264	0
51285	0
390594	1
390595	16
10081	393
10845	684
8483	3
54956	168
9543	2
57722	5
54878	484
51495	2561
81556	609
9187	326
10260	550
8766	3392
84465	7
115752	552
54962	129
5604	1036
10302	114
6124	43533
55055	528
197021	9
4091	887
4088	3639
79719	729
64799	36
145853	113
5607	358
390598	9
8554	951
91860	68
54982	595
10116	833
22801	1
10391	92
8125	2033
79400	6
246777	160
26035	345
54852	902
9493	1204
6176	22854
7090	293
55075	5049
55323	1297
54839	161
56906	141
196993	4
79875	370
10002	4
4649	299
123228	47
196996	3
5315	54471
56965	763
60677	41
3073	4835
338949	0
25820	1442
55889	4
585	415
83440	1261
4756	583
10021	1
283677	0
27020	2049
80381	5594
388135	0
161514	0
4016	3033
9399	221
5371	838
342096	1
57611	0
3671	0
64220	8
80125	0
1583	1
8482	283
84993	697
10620	89
1198	764
80153	663
1543	49
1544	0
1445	710
79748	3
594855	4
25989	332
10066	1718
4351	1147
57184	894
9377	1696
54913	31
192683	212
60490	158
56905	259
653641	3
653643	0
54939	1121
79661	141
4123	760
25942	1078
5780	952
10073	358
55272	1040
257364	1512
1464	47
161753	2
92912	734
26263	706
145957	8
123591	6
2108	1197
64843	0
49855	254
5955	2060
9051	1
10099	6232
79834	706
10363	751
84894	0
23102	1301
646892	0
10518	30
3419	914
23205	2
55466	8
80349	732
1381	0
3658	1172
123688	35
5685	2412
1138	185
1136	6
1143	3
11173	692
10933	5336
1512	20171
5923	118
390616	3
23423	2547
23251	10
100528021	1
10588	10
400410	36
597	2
54469	1432
2184	685
9915	436
58489	165
57214	15
23184	1166
59274	256
161502	0
3603	14
80765	43
342125	10
84206	160
79631	726
283726	12
647042	3
440295	52
6218	17236
64506	8
8120	1
123722	54
123720	211
9455	533
83640	228
123207	213
53339	2195
53346	83
50810	1047
646	2
6457	32
57188	875
100505679	5
643707	24
54993	160
84942	461
4828	125
23478	3273
9640	834
57538	13
9154	0
5151	461
100133220	1
11214	885
64410	114
123624	0
4916	1
26589	291
64963	806
55070	125
64782	905
3669	23
176	0
145864	39
4240	4973
11057	5033
6017	10
55215	1152
5428	742
51458	0
90381	369
374654	156
5346	1
8800	105
56964	4
55897	19
145873	1
290	1
100526783	1
10239	13
348110	395
374655	172
3418	812
10509	1162
10519	1872
390637	28
51335	1784
342132	37
8826	7344
64784	426
641	237
5045	1760
2242	2
4122	1623
55898	1511
374659	244
91433	442
9055	3356
26276	269
9899	1
28232	349
8128	0
145858	0
400451	1
1106	2051
56963	0
55784	0
7026	2735
145946	0
91947	368
283777	0
3480	1264
145814	0
23336	552
64927	262
123355	145
4205	1786
145748	164
170691	5
204219	1
55180	143
140460	345
220	9222
79705	2
22856	682
55829	404
6627	628
5046	3
80213	273
123283	97
390648	0
390649	0
26682	0
51728	251
79622	322
64285	625
4350	1052
8131	540
3050	0
3042	0
3040	0
3039	0
3049	0
55692	456
83986	2640
8786	415
398	43
64714	8
8312	614
10573	1213
58986	1715
4833	1708
26063	319
9727	808
6650	660
146325	0
283948	0
9091	1002
57799	242
117166	5
84326	1095
84331	325
197335	324
89941	1190
9028	35
10273	693
339123	783
84219	291
146330	11
79006	1287
65990	187
124093	44
84264	251
64428	468
10232	26
113000	513
63922	291
51764	3
388199	5
64788	235
30812	59
6755	0
390664	0
8912	0
25823	0
64499	0
7177	0
23430	0
7329	2165
8938	19
115939	655
84572	1559
64718	269
283951	173
645811	4
1186	1526
390667	0
9894	526
9742	430
79652	3
57585	499
90861	1852
23162	735
4832	368
65993	1154
197342	25
90864	475
10101	676
3483	0
3029	613
81889	652
254528	4
64711	0
51734	257
6123	6
4716	1451
146310	1
10607	546
124056	48
2671	468
9143	182
90850	712
283869	5
9351	333
4913	191
7249	929
5310	936
25837	140
84231	1681
57524	69
64223	927
283870	47
283871	664
1877	323
1775	21
1632	845
10921	2123
21	1246
899	520
80178	134
4917	0
57465	156
527	2200
51005	320
752014	112
5170	964
54442	732
83886	37
23524	8300
6923	2549
260429	1
360226	0
10942	0
124220	1
64063	0
114984	368
84256	817
79412	15
124222	618
9088	278
9080	15
9074	3
51330	2474
54985	2520
79228	469
146439	0
64386	20
9235	91
84891	4
7755	266
7760	204
4992	2
7752	155
4210	0
10127	546
91151	127
7627	218
4993	0
100463285	0
54925	258
7727	256
146434	89
79903	735
646174	0
23059	508
197358	16
84464	168
1773	86
10131	2305
1387	862
115	565
6345	0
7023	141
84662	2169
51025	1
100529144	0
79585	82
114990	856
9093	1145
57407	415
3163	790
29965	771
342346	1
124402	273
23295	894
84309	338
124401	230
146562	11
26048	171
124404	0
440335	2
79641	430
84656	1816
29855	1374
5493	1817
9717	7
51172	388
146556	2
56052	399
196483	113
54715	0
283953	0
79091	198
18	16
25880	153
5373	569
23589	723
7874	1550
29035	677
2903	166
80063	102
2013	570
146279	0
4682	334
780776	4
4261	0
28955	297
23274	514
8651	2
7142	0
58531	0
5620	0
5619	0
116028	134
9516	2734
8303	899
51061	821
29066	1199
26156	3175
2935	3018
608	0
92017	418
55313	625
729993	1
2072	216
57496	603
5073	772
51283	1340
8399	6
642778	4
642799	0
23420	2838
9284	167
23042	1820
123803	610
54700	694
100288332	1
255027	0
89927	785
9665	827
54820	312
4629	13
123811	668
4363	2956
368	47
408050	483
101059938	0
101059953	0
64131	0
283820	1002
23204	7520
23049	2310
79905	62
10229	267
162073	691
51760	278
728276	99
79838	5
51573	2642
9738	600
57020	1374
400506	497
124152	461
51704	704
124274	0
2813	0
7369	0
204474	0
54988	0
123876	0
348158	0
116285	3
55623	810
6296	54
112479	286
81691	127
123879	160
57149	482
55567	0
57146	206
7783	0
257629	0
1428	78
23117	198
51108	1809
10261	0
146183	0
440345	68
7385	2911
255762	1
730094	209
146177	1
29904	427
55718	580
1039	1123
100132247	117
9956	0
57478	184
6340	1
6338	0
91949	371
23062	2195
124454	653
56061	1532
4706	755
79728	445
84516	1443
5347	1405
10595	0
63928	0
5579	0
10368	0
5930	1396
27327	1370
115584	9
55114	1253
51451	503
343	1
342357	220
9951	0
162083	0
79831	54
197370	771
3566	300
50615	11
2975	2215
23247	596
146395	0
23214	2084
388228	68
728741	20
728689	14
1201	791
55911	0
246778	0
26471	1818
112869	192
6799	5
6817	307
728734	0
8663	219
100507607	3
11273	2148
7284	4595
25970	742
487	122
79874	226
930	0
84901	885
83985	1095
27040	43
728888	57
107282092	126
548593	0
79008	0
445329	3
6693	0
23475	361
283897	0
653808	0
3835	1157
4150	2634
112476	90
79447	701
9961	2757
10423	1379
26470	2304
253982	359
253980	208
124446	1162
9344	1128
8479	330
283899	500
8448	32
146378	0
83723	2
226	34201
5531	1615
6911	9
83719	581
79153	13
5595	1347
11151	22
654483	0
552900	0
6818	2
10421	1100
26000	1065
29895	0
1731	43
197407	263
51333	113
79077	605
22928	833
3683	1
79724	635
65988	126
92595	110
146542	168
146540	45
115509	209
78994	502
64319	963
730183	27
10847	1371
100862671	82
5261	432
90835	6
9810	1816
23361	1014
9274	756
1489	112
54620	494
93129	912
9739	626
80270	330
112755	14
6810	532
79759	301
9726	461
339105	95
79001	4795
10295	1315
84148	381
5652	2
146547	11
2521	3486
29108	141
493829	1
260434	0
3684	1
3687	21
3681	5
1339	0
283933	8
79798	139
7041	373
6524	4
64755	1030
51327	0
124411	88
10308	207
729264	0
24150	0
729355	0
653550	0
79801	814
55737	2894
23594	306
91807	6
388272	164
84706	471
10294	1383
81831	1233
81533	2003
5257	1675
94160	1
85320	0
83752	1050
6477	448
9683	545
869	0
123970	0
23090	0
255919	221
55027	238
64282	452
113	149
29117	1557
85407	0
124460	0
64127	2
1540	932
6299	0
388276	0
27324	0
80205	1534
643802	0
5934	1225
64400	376
23322	409
79068	772
79191	148
643911	172
10265	43
79190	1
4313	549
54947	779
84290	1
6530	0
1066	0
221223	0
2775	7
267	1364
11051	1947
55239	901
583	761
84560	1
4504	1
4502	18325
4493	5011
4499	0
4489	0
4490	0
4494	103
4495	0
4496	0
4501	1169
9688	834
6559	1
9709	960
1071	4
84166	255
221184	456
80011	1220
89970	621
23568	985
51090	15
6367	0
6376	1
6361	0
57019	790
57017	988
5432	862
55715	1095
92922	143
221188	14
9289	2013
222487	0
84229	0
10300	445
3801	831
388282	0
1258	0
374739	0
57567	212
79650	592
4324	1261
29105	786
1459	571
29070	156
221191	0
64785	412
65009	206
79918	183
23019	4193
55238	625
2806	2927
729159	0
1006	0
1009	2068
1003	0
146227	0
7084	522
100529251	0
51192	72
113540	31
146225	2
123920	731
146223	887
1783	2547
283847	0
8883	950
766	3
57546	381
1014	0
6236	17
51647	906
8824	1245
23491	27
283848	3
865	628
80262	383
84752	524
8717	295
55336	48
3299	111
8996	541
653319	317
283849	20
1874	938
79767	32
26231	48
29100	401
29109	498
6553	135
25894	523
146212	29
55282	8
51673	3
29800	299
3291	1
9114	1362
181	1
79567	975
10664	993
146206	10
65057	322
50855	124
84080	288
388284	19
81577	290
57610	495
55815	18
80152	540
57215	479
10204	3083
23644	983
123904	0
5681	839
1506	10
5699	305
3931	95
6560	1126
64180	0
64174	1
100131303	1
55794	236
54920	265
4775	590
80004	3
23659	1159
9057	1899
84138	126
54496	625
55512	93
146198	813
1001	1
999	1
79613	295
3038	47
54921	1434
84916	1188
6645	313
27183	1039
84342	427
64146	91
51388	571
146456	12
7014	427
80777	1725
10725	1094
1728	5655
28987	1295
11060	798
348174	4
55066	863
283971	0
118460	154
16	2226
11269	405
55308	819
6483	487
197258	267
25839	1377
23450	3369
146433	0
92154	3687
55697	1328
54768	182
55783	386
794	10
7571	261
7567	45
10164	1
6898	1
91862	4
23035	335
164	1775
342371	847
55565	90
9798	2003
342372	10
1723	151
3240	0
3250	0
54957	253
9785	1094
83449	8
463	562
388289	0
5713	1784
440348	36
497190	5
2734	2707
55159	959
197259	137
79152	3
79726	558
84937	342
197257	55
162239	200
440387	1
1504	1
9564	2712
10428	724
124491	170
4166	3
23563	3
79583	303
11345	1164
23536	254
3735	2580
54386	1064
85445	20
22879	527
100130958	70
170692	1
283927	99
57687	19
10143	0
51741	81
4094	6
83657	17
124359	87
56942	415
55839	611
23300	1062
123775	27
2653	355
114780	129
53630	1
8139	70
80790	1431
5336	102
93517	1
3294	8653
10200	402
1012	2
3281	2039
23417	213
29948	149
54550	0
146167	0
8720	3002
83693	444
123872	5
9013	476
161931	0
93107	0
58189	0
9914	14
57707	621
23406	6551
79786	783
9100	1517
83716	22
55625	1544
9764	182
339145	0
23199	871
51659	429
404550	121
10328	555
1327	4823
3394	0
2294	8
64779	235
2303	0
2300	25
100506581	71
79791	526
81631	1909
23174	1126
57338	6
54758	272
8140	5578
763	0
54971	201
84627	2
161882	156
124245	841
27189	1
1535	548
4597	866
333929	11
115992	192
348180	237
9780	3662
81620	456
353	1418
2588	539
51693	979
390748	1
863	0
100129697	0
197322	319
1013	0
146429	0
197320	83
29123	2116
100287036	8
6687	994
6137	23064
27132	58
1800	0
5119	1539
124045	105
8558	602
124044	148
9605	250
92822	193
2175	446
84501	217
22980	1773
4157	79
10381	1365
54849	859
92806	236
79007	707
2622	436
11105	1
8447	0
9501	33
100506388	0
400566	110
359845	615
55275	590
79850	726
50628	662
51031	1038
55178	370
64359	211
29928	421
29	4396
727857	0
286753	0
7531	10504
1398	1532
4641	6870
51763	678
5306	2031
124935	55
8578	15
83547	76
10594	5799
727910	95
124997	535
5345	19
5176	367
114826	249
6117	1840
146760	0
1801	336
124641	65
3090	63
23293	960
63826	110
55720	994
9905	1740
4335	366
79066	358
5048	2364
23277	1269
23108	89
8386	0
4991	0
8390	0
26189	0
8383	0
4995	0
4994	0
8387	0
8392	0
8388	0
84690	1
443	1
162514	5
7442	71
23729	451
1497	413
30851	1478
83460	834
5026	377
3682	179
83903	99
55421	540
84254	79
5023	0
489	0
23140	1030
124936	742
51479	1463
7326	889
201305	130
124976	8131
10514	363
124975	0
342527	0
246	0
27043	838
409	595
400569	250
58191	205
84225	1
9032	0
284013	1
388323	7
5694	1424
5338	351
50488	1489
1145	3
100130311	17
2811	13
8402	903
26001	2035
5216	10748
2027	56
9552	794
23125	607
388324	87
10749	3567
55065	1
124961	4
7775	52
9098	6
84622	71
388325	8
9135	1136
4927	917
84268	489
708	1972
56919	703
51009	637
79003	333
728392	621
22861	176
23302	137
23746	0
54478	584
83394	2754
9851	478
84817	437
51003	170
388327	70
284111	1
54739	0
162517	0
83659	0
239	105
440400	2876
124944	391
255877	2
201232	70
162515	1
10462	0
433	0
432	11
1742	305
37	5667
1856	838
79142	1118
11337	5422
23399	1975
23587	354
1366	0
6517	1
51087	1
1984	9113
2874	923
84461	540
9744	95
147040	630
339168	0
8711	139
57048	681
254863	497
57555	742
374768	1
201243	1
284114	101
2256	29
1140	472
57659	2097
643664	3
5430	1916
407977	0
8742	108
8741	110
26168	1069
1973	13067
968	2819
9526	1209
6665	35
9513	870
6462	8
112483	454
482	0
7157	1008
55135	311
1949	544
146754	2
23135	384
92162	7
84316	984
124637	346
1107	2881
9196	9
58485	1463
116840	693
3000	0
247	0
242	2
59344	5
84667	5
5187	183
6844	732
84314	249
54785	210
9212	591
80169	207
5198	588
399512	43
29098	38
22899	0
146852	0
124751	38
6154	20117
643904	2
81565	501
4628	2392
146849	0
388333	0
162387	0
146850	0
23533	0
9423	1
9482	323
146845	6
124739	86
201140	0
644070	0
9340	3
5957	0
8522	581
8735	0
4626	0
4622	0
4619	0
4620	0
4621	23
6341	515
56985	146
388335	52
644139	0
388336	0
1770	0
7566	71
6416	663
93649	0
9912	4
60528	1535
9955	998
1352	219
146822	1
9953	215
5376	1665
64518	6
100533496	1
284040	0
201158	65
374286	7
10626	462
57335	243
353149	2
136	652
125150	169
54902	1048
9611	1783
9487	52
201161	86
7314	11988
51393	16
388341	3815
57336	137
57547	34
9720	78
23495	0
23164	3813
201164	61
201163	460
8533	1039
56953	96
55090	254
51655	1
10400	375
10743	818
6720	1171
146691	994
83450	38
91647	309
79018	324
1819	544
51168	9
54890	1297
3996	677
2314	3587
125170	348
7156	609
140775	926
6470	1390
645027	1
654346	0
254272	1
729288	47
147166	282
10517	4
51030	466
5636	395
125206	58
644815	228
10750	1
400581	0
79999	0
388436	0
22905	650
27077	332
5598	430
4239	10
7732	4
6187	1003
55244	341
224	3294
146802	12
218	3
9706	537
11216	521
92521	2339
284194	1
256223	0
339184	0
23326	3594
25979	197
