Geneid	pOka_WT_3
1337	4029
51499	491
283459	818
8683	1012
8655	3773
84274	448
9921	2208
51367	345
9478	1
9761	4819
84747	1023
35	155
121665	734
6927	16
64897	313
8638	7
5027	32
5025	919
10645	747
51433	1895
80196	439
84678	355
84876	341
283385	5
144404	329
54509	125
23067	342
3242	563
5715	663
144406	19
605	250
22877	885
254050	0
386653	0
79369	13
56616	749
65082	376
6249	1814
55596	400
65117	877
9735	702
338442	0
8843	0
27198	0
8562	1089
84660	12
9026	483
79720	999
23457	177
79676	268
51329	1912
57605	274
10198	392
91574	400
8099	2070
55206	1042
387893	845
196383	207
11066	264
353116	430
10959	5009
57696	451
1967	1050
2967	522
79867	496
23545	369
196385	17
80212	662
144348	3355
100533183	0
144347	0
9612	2192
949	2888
7316	10780
57647	489
140707	101
65985	749
114795	1
92293	0
121260	1010
144423	0
121256	0
11211	0
9271	0
23504	0
2054	522
5901	6548
283383	0
6433	691
4326	3
8408	803
80324	288
57634	1141
317781	295
79050	318
50614	2
57666	543
100507055	1
22953	3
5426	902
5827	411
192111	527
23141	1532
2802	965
55743	276
100289635	262
7574	13
7637	37
7699	104
101060200	23
7556	99
10795	275
647589	1
7278	0
93492	1
54737	773
55269	761
9205	231
7750	1398
2700	0
2706	1
10804	0
51084	277
8100	289
53342	55
221143	105
64328	621
26524	607
10284	2153
221150	501
78988	1098
253832	871
221154	768
2254	1
6445	4
26278	1913
55504	452
4285	421
542767	8
387911	0
221178	244
338872	0
143	2640
479	0
56163	0
55835	246
5042	13
219287	0
9107	620
9818	1088
51761	0
387914	0
6049	839
1024	314
10810	204
2835	0
219333	763
387496	10
2971	1775
219402	520
222484	272
51082	2034
219409	0
3651	0
1045	0
646625	0
2322	0
255967	338
2321	0
51371	1834
283537	398
23281	0
6541	1449
5412	769
84056	458
3146	5721
10208	445
241	40
84935	0
122046	0
10808	2814
145173	416
122042	0
10129	52
646799	0
675	189
90634	116
10443	826
23047	572
9365	2
90627	448
5983	594
26960	1537
4081	1306
9201	99
100526761	0
54937	0
728591	14
23111	1706
8900	0
400120	0
5994	111
4093	174
29880	461
11340	503
55578	967
122011	0
10631	9
7223	250
51569	1138
341640	29
161003	0
80209	548
387921	408
10186	289
57511	380
2308	363
10240	270
10166	181
1997	555
11193	384
89890	366
84078	146
9617	128
79612	224
28984	9
23078	744
160851	477
11215	1093
8600	0
144809	0
94240	5
29103	666
55068	0
160857	0
144811	0
79024	2
387923	149
8848	1418
26747	204
55425	377
2963	748
386618	37
7178	54932
253512	337
83548	541
220081	0
220082	0
283514	0
23091	1016
1361	3
3936	6
220416	1
80183	0
23143	543
2098	1862
3356	1
8803	737
55270	390
29079	659
9445	13005
5925	1865
10161	2
1102	50
57105	1
22862	1041
2862	2
81602	113
81617	162
107303344	0
83852	141
51131	15
55213	1304
115761	0
84650	484
3839	1024
57213	415
10206	432
283518	6
220107	47
79621	737
220108	304
647174	0
26512	643
115825	84
79758	206
83446	0
540	172
440138	99
9724	367
341676	0
4752	62
55901	64
51028	646
26586	2093
144983	214
10910	487
11061	0
5100	0
10562	0
729246	0
729250	0
729233	0
122183	0
729240	0
27253	33
81624	975
81550	232
64881	108
5101	64
57626	0
1602	227
440145	461
79866	219
22894	1041
10464	300
688	1295
11278	575
9882	222
170622	1462
7347	359
4008	411
729420	1
115207	277
730249	0
1203	661
26224	736
23077	1054
8796	0
100129307	0
122060	355
1910	3
5457	0
79596	289
64062	661
54602	1047
10253	651
114798	0
84189	2
26050	239
2262	1
10082	1089
1638	1
23483	221
160897	465
11166	0
10257	729
9071	1
22873	915
5611	714
55757	613
266722	0
27199	0
10150	2512
5911	762
3843	4286
10160	1110
140432	0
8428	2388
6564	1
23348	502
337867	1053
2841	0
1880	0
9375	4051
171425	147
85416	0
7546	62
5095	332
87769	81
84899	439
259232	157
9358	56
2259	0
7174	980
196541	2
643677	3
93081	200
79070	402
54841	329
100533467	0
2073	71
6555	0
267012	0
1948	544
55082	1285
728215	227
3981	332
84945	311
10673	8
23026	15
8660	2642
1282	3939
1284	5687
100129836	0
55647	86
55739	677
79587	1122
3621	263
55608	711
8874	833
121793	3
6656	0
122258	0
10426	467
400165	0
23250	1115
23263	1
2155	0
2159	3
8858	10
55795	682
8451	1549
3916	8048
79774	22
101928841	3
113622	8
55208	228
55002	2391
7027	2269
496	0
6011	0
348013	71
2621	1286
643365	0
22821	98
8881	1067
65110	805
283489	503
440153	0
404785	0
641455	0
79334	0
441669	0
441670	0
390429	0
390431	0
79317	0
79544	0
81127	0
122740	0
390433	0
122742	0
390436	0
390437	0
390439	0
122748	0
390442	0
91875	167
57820	553
10038	554
7011	296
123103	0
55644	259
328	4237
90809	448
4860	829
338879	0
390443	0
122651	0
493901	0
341799	0
283	34
6038	129
10876	0
64184	0
6039	0
6035	1
6037	1
6036	0
64745	721
29986	0
57447	197
122664	0
440163	1
84659	0
122665	0
55701	719
51222	562
643382	11
390445	0
3183	7933
57096	8
11198	2999
57680	1598
84932	290
9878	1182
56339	499
6297	462
26533	0
26534	0
26686	0
26687	0
1603	2935
63874	1752
5018	3054
9056	19
122704	675
4323	13179
26020	6130
161253	7
55147	1096
10419	2083
54930	637
84962	2691
60686	175
5693	2304
122706	0
64403	857
22985	2960
55017	1031
1053	0
23428	1117
100507650	10
57594	267
90673	215
100529063	3
599	463
8106	197
51310	24
10278	0
64806	0
116173	0
4624	0
4625	0
25983	379
85446	97
79178	316
8906	1040
84502	3
10202	27
10901	229
317749	121
728635	2
90668	0
9362	0
4901	13
5106	328
80344	1063
161247	9
5720	3226
51016	385
5721	1174
55072	737
10379	958
9985	5894
79711	842
10548	1399
283629	24
29082	454
100528064	0
145553	19
4738	1137
51292	1379
26277	555
7051	196
5875	452
115817	375
161424	618
27141	2
56413	10
1241	91
196883	0
11035	0
4776	307
57523	9
643866	9
23351	737
56948	145
1215	0
1511	0
2999	0
3002	0
29091	252
4857	268
2290	0
5587	176
55632	536
23256	759
1690	50
29966	513
11154	118
25831	2742
25938	647
112487	213
2856	0
80224	297
394	1936
9472	95
64067	7
112399	34
171546	781
55837	649
58533	1319
1073	1803
11177	785
6729	1005
283635	644
55012	272
9692	617
5687	1964
4792	502
84684	0
253959	408
84312	170
51562	315
253970	0
7080	0
26257	0
5083	1
89874	35
145282	129
3169	3
319089	3
6751	17
161198	0
10484	2298
8487	134
122553	481
5411	2347
117153	2
4253	329
254170	461
145581	1
84075	0
122525	98
54813	176
23116	455
55015	506
2287	1227
57697	125
55320	843
140801	0
161357	72
6235	4283
122769	280
6166	3477
4247	1017
55172	264
5427	137
122773	19
23588	719
9147	875
382	1231
79609	107
6655	700
79944	191
27109	113
8814	121
11183	1718
51062	26
60485	706
51199	931
145447	4
5836	1039
114088	5
81542	1037
122786	1670
54331	1
51637	2153
22795	1100
5729	0
5732	72
57544	306
283554	44
30001	2396
5706	1019
6815	306
64841	648
10979	1513
80821	419
652	1436
1033	1007
10175	1387
2764	1490
10668	171
23034	525
2643	142
11169	484
122809	530
93487	1821
3958	2004
9787	820
55030	755
22863	453
387332	0
3895	4971
57161	108
54916	413
5015	3195
10640	1155
55745	514
122830	495
55195	0
341880	2
145407	153
55860	1071
5684	1200
5926	464
387990	5
26520	530
9786	403
51339	112
23002	426
64582	16
112849	482
51528	1068
729665	3
6252	0
64430	1466
51635	355
5494	671
317761	0
4990	0
6495	9
51804	226
4331	371
57570	416
145389	248
161291	0
5583	70
3091	13476
6617	681
83851	1
27133	20
57381	549
122876	0
5529	646
112840	184
81537	259
23224	1155
2100	9
4522	2408
7597	121
9495	40
22890	608
3306	214
145376	4
26030	854
6710	57
91612	462
100529261	1
2877	1
376267	292
2342	28
4149	799
2530	401
10243	272
161142	1
64398	953
51382	1094
1965	1571
26499	0
161145	45
57475	153
5283	131
384	214
10490	764
51109	1536
145226	3
23503	816
5890	65
677	5373
87	10570
8816	826
55218	437
57452	43
2079	1723
55334	1285
400224	0
56936	0
9766	189
6430	2796
6554	2
64093	0
6547	0
51241	69
100529257	0
55333	693
8747	17
8748	0
10001	388
23508	543
4293	460
22990	1372
26037	316
9628	0
8110	24
26094	156
53349	580
58517	2127
5663	1209
89932	398
8650	1003
399671	2
79697	238
641371	93
10965	453
122970	1
641372	0
83544	254
9240	1485
91748	538
145482	452
57862	582
145483	104
51004	199
957	98
80127	78
4329	274
91750	106
338917	1
5826	641
55237	0
646658	0
10577	6419
122961	444
4053	1950
9870	1316
51077	731
56252	1350
283571	6
1743	2277
83694	87
5228	3
8892	848
27030	408
97	118
79696	63
91754	1694
10972	3403
2353	30
122953	185
10538	0
55640	29
11161	1291
23093	661
7043	59
112752	411
55668	842
2103	0
22846	291
23357	304
145497	0
64207	1037
85457	242
283576	0
57156	116
58157	0
29954	976
2954	394
283578	60
161394	54
122945	13
63894	366
10598	2168
145501	11
9517	817
8846	229
81892	708
22938	1263
283579	0
57143	96
9369	376
1734	17289
145508	127
7253	1
2957	419
85439	375
6400	1917
23768	5363
2581	341
8477	0
54207	0
55812	152
11099	433
79882	1342
161436	105
123016	679
1112	843
90141	106
55775	425
56659	0
5700	1601
55051	192
801	2814
145567	337
9252	46
80017	590
8111	1
440193	90
55671	923
79820	0
123036	6
10516	35
9321	742
4287	230
4707	825
53981	1175
123041	0
79890	259
5641	1033
9950	864
1113	0
3705	880
64112	581
26175	186
84520	225
55148	861
55727	490
57578	0
341947	0
145270	0
90050	0
51676	1
78990	133
57062	3187
122509	132
3429	75
83982	758
57718	72
51156	3
866	0
390502	0
5265	162
256394	0
327657	1
145264	0
5267	0
5104	5
12	12
145258	0
23405	707
79789	53
161176	14
51218	903
9623	0
8115	0
56967	486
624	0
623	30
55102	669
51527	499
122481	105
10914	3525
7443	406
283598	0
64919	9
84193	1104
8812	632
317762	2267
84439	451
10858	11
2009	1188
51466	316
123099	1
7528	1216
123096	677
283600	0
7453	1132
79446	117
57596	149
8788	0
388015	0
1735	0
5527	1665
1778	8488
3320	19092
91833	327
5891	150
55778	270
51550	408
9895	471
122416	477
23186	869
7187	544
81693	2
9578	3189
91828	1
7127	14
1983	3298
4140	926
1152	221
115708	394
9529	613
84334	529
3831	1480
7517	375
79038	540
23368	403
9556	1448
122402	0
647286	0
374569	0
26153	7
400258	0
388021	0
64423	3001
122622	222
10572	470
207	2379
100128927	48
283638	943
122618	2
113146	11365
122616	196
55038	609
29933	5
3714	35
256281	341
2972	437
90135	528
23241	878
647310	13
9112	1341
1397	75
1396	2
283643	160
80757	27
727832	0
100996331	0
100287399	0
390538	0
283694	0
283767	0
114791	288
23191	1801
81614	1125
123606	556
440243	0
283685	0
7681	35
54551	0
4692	0
23742	0
6638	0
8926	0
7337	1396
57194	0
2562	0
2558	0
2567	0
4948	0
8924	1307
653720	0
321	110
23359	47
56160	600
7082	2234
653073	3
89832	24
101059918	8
728498	62
89839	58
22909	499
54893	804
4308	71
283710	0
51621	455
161725	0
1139	29
653125	22
728047	7
643699	8
9824	1018
6447	24
26585	2
342184	70
6263	11
57099	192
1133	0
56851	1113
161779	57
79768	292
51234	1338
9990	353
55505	1546
256646	1
254531	481
23015	850
440270	267
57369	0
70	40
9716	868
54989	575
89978	136
84529	312
4212	738
145942	0
161742	823
283742	500
10125	262
400359	0
400360	4
7057	13224
161835	15
11245	466
440275	1339
6727	6115
90427	237
701	1055
106821730	0
56924	6
644809	0
100131244	1
5330	3
100505573	396
388115	2836
644844	0
85455	60
90417	908
3712	1337
22893	449
113189	918
90416	284
27079	224
57082	406
5888	176
55177	441
2644	78
55192	138
643338	15
84936	346
54866	1
6692	23
171177	8
57617	958
54567	1
79094	58
54617	819
161829	0
11261	1307
11339	134
51203	2086
51103	178
23168	1461
3706	83
4058	2
26015	539
7301	554
23269	372
23005	473
8681	0
100137047	35
100137049	2
51332	5
30844	452
123745	0
283748	0
255189	0
23339	1167
25963	580
2595	303
825	22
64397	4671
8773	859
255252	171
55142	477
57519	476
146059	288
146057	198
197131	632
80021	299
23582	744
2038	0
9333	2
116179	0
9836	262
161823	213
146050	264
27229	524
7158	1595
4130	114
9677	488
1159	26
161497	3
117155	21
548596	0
2923	11108
80237	101
10169	7783
619189	66
25764	802
4236	665
79968	341
84978	371
113201	1974
51496	629
8669	1412
80208	1093
197135	4
567	13771
140691	6
145645	0
6652	486
50506	2
405753	0
90527	1
53905	15
90525	15
9153	3
2628	16
79029	116
84419	0
7782	69
26258	891
58472	336
80031	0
283652	16
50804	1007
399697	1
6557	0
1854	1274
2200	14191
22995	214
399694	12
23741	3732
9728	914
9318	1762
2585	203
196951	29
2252	2
56986	243
79895	15
11001	637
3067	1
2553	353
9101	1275
373509	2
54822	1107
84888	414
23431	275
388121	41
1588	0
342035	0
23312	635
29106	0
256586	124
29767	217
29766	933
123169	533
5597	1488
10017	0
10681	724
55930	713
4644	733
10776	2809
56204	368
3175	3
256764	0
440279	0
51187	1602
5873	308
101928527	89
9488	201
9236	1225
145788	25
161582	91
26108	347
283659	320
4734	563
64864	1433
374618	121
55329	189
54816	442
6938	1214
84952	5732
145781	0
100820829	13
81488	56
8854	0
366	1
3990	0
102	2529
54629	359
79811	1292
54778	752
9133	1169
4643	4160
92483	4
145773	54
9245	7
2958	882
663	1044
27023	0
302	40585
79664	727
6095	126
54832	960
145741	0
388125	0
83660	1030
7168	16402
114294	863
51065	4122
51762	905
83464	386
771	559
9960	467
283807	3
8925	833
23604	45
84191	926
6642	1760
79856	17
5479	4651
53944	627
9768	891
9325	318
23060	1386
4947	1718
348093	9
80119	102
80301	511
348094	40
51324	1201
123263	219
123264	0
51285	0
390594	0
390595	8
10081	380
10845	633
8483	3
54956	177
9543	1
57722	8
54878	407
51495	2510
81556	590
9187	331
10260	501
8766	3358
84465	3
115752	569
54962	109
5604	1035
10302	102
6124	43288
55055	488
197021	12
4091	954
4088	3642
79719	621
64799	67
145853	118
5607	345
390598	9
8554	859
91860	77
54982	684
10116	740
22801	3
10391	92
8125	2112
79400	8
246777	191
26035	342
54852	824
9493	1353
6176	23147
7090	288
55075	4619
55323	1403
54839	150
56906	133
196993	4
79875	358
10002	3
4649	296
123228	53
196996	0
5315	55007
56965	728
60677	29
3073	4668
338949	0
25820	1335
55889	2
585	418
83440	1233
4756	639
10021	1
283677	0
27020	1927
80381	5847
388135	1
161514	0
4016	3480
9399	206
5371	842
342096	0
57611	0
3671	1
64220	20
80125	0
1583	0
8482	303
84993	756
10620	93
1198	756
80153	709
1543	61
1544	0
1445	705
79748	1
594855	2
25989	310
10066	1798
4351	1149
57184	832
9377	1843
54913	39
192683	186
60490	171
56905	276
653641	2
653643	0
54939	1233
79661	126
4123	837
25942	1023
5780	881
10073	411
55272	1066
257364	1616
1464	43
161753	4
92912	698
26263	681
145957	6
123591	3
2108	1100
64843	0
49855	217
5955	2094
9051	3
10099	6039
79834	670
10363	774
84894	0
23102	1200
646892	0
10518	25
3419	863
23205	3
55466	2
80349	765
1381	0
3658	1142
123688	34
5685	2372
1138	165
1136	4
1143	1
11173	752
10933	5132
1512	21117
5923	123
390616	0
23423	2361
23251	12
100528021	1
10588	5
400410	29
597	1
54469	1365
2184	681
9915	455
58489	168
57214	30
23184	1143
59274	278
161502	0
3603	12
80765	39
342125	3
84206	163
79631	674
283726	8
647042	4
440295	31
6218	20438
64506	4
8120	1
123722	35
123720	211
9455	519
83640	240
123207	187
53339	2131
53346	79
50810	1060
646	1
6457	38
57188	908
100505679	4
643707	14
54993	183
84942	444
4828	128
23478	3162
9640	747
57538	15
9154	0
5151	424
100133220	2
11214	833
64410	135
123624	0
4916	0
26589	299
64963	841
55070	129
64782	992
3669	36
176	0
145864	33
4240	5259
11057	4885
6017	9
55215	1171
5428	750
51458	0
90381	355
374654	127
5346	4
8800	137
56964	2
55897	31
145873	4
290	0
100526783	0
10239	9
348110	380
374655	147
3418	854
10509	1171
10519	1860
390637	38
51335	1755
342132	36
8826	6986
64784	436
641	249
5045	1888
2242	1
4122	1569
55898	1506
374659	281
91433	405
9055	3494
26276	274
9899	0
28232	357
8128	0
145858	0
400451	3
1106	1969
56963	0
55784	0
7026	2708
145946	0
91947	370
283777	0
3480	1209
145814	0
23336	439
64927	289
123355	147
4205	1818
145748	158
170691	10
204219	1
55180	126
140460	284
220	9543
79705	4
22856	641
55829	366
6627	640
5046	1
80213	296
123283	78
390648	0
390649	0
26682	0
51728	292
79622	327
64285	672
4350	1165
8131	559
3050	0
3042	0
3040	0
3039	0
3049	1
55692	464
83986	2846
8786	361
398	42
64714	9
8312	622
10573	1235
58986	1811
4833	1904
26063	334
9727	919
6650	708
146325	0
283948	0
9091	1051
57799	254
117166	5
84326	1261
84331	331
197335	331
89941	1166
9028	40
10273	695
339123	847
84219	300
146330	5
79006	1386
65990	208
124093	54
84264	237
64428	459
10232	28
113000	608
63922	288
51764	3
388199	8
64788	249
30812	46
6755	0
390664	0
8912	0
25823	0
64499	0
7177	0
23430	0
7329	2125
8938	16
115939	742
84572	1710
64718	262
283951	201
645811	7
1186	1618
390667	0
9894	520
9742	422
79652	2
57585	486
90861	1886
23162	689
4832	340
65993	1227
197342	36
90864	465
10101	788
3483	0
3029	686
81889	664
254528	1
64711	0
51734	299
6123	1
4716	1558
146310	5
10607	534
124056	37
2671	511
9143	186
90850	723
283869	1
9351	353
4913	195
7249	957
5310	950
25837	127
84231	1760
57524	42
64223	997
283870	34
283871	684
1877	332
1775	11
1632	961
10921	2164
21	1354
899	563
80178	140
4917	3
57465	126
527	2468
51005	367
752014	131
5170	896
54442	711
83886	49
23524	8008
6923	3005
260429	4
360226	0
10942	0
124220	0
64063	0
114984	475
84256	755
79412	18
124222	591
9088	285
9080	13
9074	4
51330	2798
54985	2780
79228	489
146439	1
64386	21
9235	102
84891	2
7755	271
7760	210
4992	4
7752	147
4210	0
10127	495
91151	133
7627	226
4993	0
100463285	0
54925	228
7727	228
146434	90
79903	751
646174	0
23059	474
197358	13
84464	185
1773	75
10131	2337
1387	943
115	536
6345	0
7023	131
84662	2407
51025	9
100529144	0
79585	114
114990	879
9093	1194
57407	421
3163	870
29965	788
342346	3
124402	285
23295	863
84309	359
124401	211
146562	13
26048	177
124404	0
440335	0
79641	461
84656	1931
29855	1301
5493	1929
9717	8
51172	395
146556	6
56052	389
196483	135
54715	0
283953	0
79091	255
18	14
25880	156
5373	584
23589	713
7874	1450
29035	679
2903	171
80063	70
2013	627
146279	1
4682	373
780776	5
4261	0
28955	354
23274	480
8651	1
7142	0
58531	0
5620	0
5619	0
116028	137
9516	2782
8303	975
51061	799
29066	1088
26156	3179
2935	3017
608	0
92017	401
55313	691
729993	3
2072	214
57496	577
5073	755
51283	1296
8399	0
642778	2
642799	1
23420	2756
9284	174
23042	1663
123803	625
54700	673
100288332	4
255027	0
89927	824
9665	784
54820	388
4629	16
123811	669
4363	2978
368	24
408050	428
101059938	0
101059953	0
64131	0
283820	916
23204	7703
23049	2044
79905	63
10229	273
162073	644
51760	285
728276	95
79838	3
51573	2649
9738	520
57020	1253
400506	485
124152	453
51704	748
124274	0
2813	1
7369	0
204474	0
54988	1
123876	0
348158	0
116285	2
55623	758
6296	53
112479	242
81691	124
123879	182
57149	479
55567	0
57146	225
7783	0
257629	0
1428	78
23117	140
51108	1754
10261	2
146183	0
440345	68
7385	2832
255762	3
730094	243
146177	0
29904	423
55718	586
1039	1109
100132247	170
9956	0
57478	177
6340	0
6338	0
91949	363
23062	2121
124454	672
56061	1410
4706	845
79728	469
84516	1327
5347	1420
10595	0
63928	0
5579	0
10368	0
5930	1277
27327	1305
115584	8
55114	1226
51451	510
343	0
342357	234
9951	0
162083	0
79831	58
197370	744
3566	292
50615	13
2975	2179
23247	558
146395	0
23214	2114
388228	77
728741	17
728689	21
1201	896
55911	2
246778	0
26471	1945
112869	207
6799	8
6817	292
728734	0
8663	202
100507607	7
11273	2143
7284	4812
25970	824
487	91
79874	253
930	0
84901	939
83985	1199
27040	40
728888	42
107282092	117
548593	0
79008	0
445329	1
6693	1
23475	366
283897	0
653808	0
3835	1191
4150	2875
112476	77
79447	712
9961	2781
10423	1537
26470	2440
253982	383
253980	213
124446	1202
9344	1167
8479	370
283899	579
8448	41
146378	0
83723	5
226	34171
5531	1665
6911	14
83719	662
79153	23
5595	1465
11151	18
654483	0
552900	0
6818	1
10421	1101
26000	1119
29895	0
1731	53
197407	268
51333	100
79077	660
22928	801
3683	0
79724	631
65988	102
92595	105
146542	207
146540	48
115509	180
78994	509
64319	1004
730183	36
10847	1445
100862671	91
5261	408
90835	6
9810	1916
23361	1004
9274	823
1489	130
54620	546
93129	963
9739	657
80270	290
112755	12
6810	536
79759	306
9726	460
339105	84
79001	5116
10295	1420
84148	383
5652	9
146547	8
2521	3578
29108	146
493829	3
260434	0
3684	3
3687	32
3681	4
1339	0
283933	5
79798	152
7041	397
6524	4
64755	1128
51327	0
124411	92
10308	181
729264	1
24150	0
729355	0
653550	0
79801	792
55737	2935
23594	337
91807	6
388272	165
84706	455
10294	1302
81831	1317
81533	1902
5257	1690
94160	0
85320	0
83752	1072
6477	432
9683	594
869	0
123970	0
23090	0
255919	217
55027	220
64282	421
113	117
29117	1582
85407	0
124460	0
64127	2
1540	901
6299	0
388276	0
27324	2
80205	1410
643802	0
5934	1238
64400	342
23322	345
79068	840
79191	113
643911	177
10265	40
79190	0
4313	613
54947	766
84290	0
6530	0
1066	0
221223	0
2775	14
267	1433
11051	2008
55239	962
583	753
84560	0
4504	0
4502	20775
4493	5125
4499	0
4489	0
4490	0
4494	104
4495	0
4496	0
4501	1160
9688	931
6559	1
9709	905
1071	6
84166	254
221184	475
80011	1223
89970	666
23568	1039
51090	19
6367	0
6376	0
6361	0
57019	765
57017	1027
5432	917
55715	1142
92922	150
221188	12
9289	2084
222487	0
84229	1
10300	518
3801	906
388282	0
1258	0
374739	0
57567	216
79650	625
4324	1408
29105	755
1459	559
29070	170
221191	0
64785	393
65009	209
79918	188
23019	4109
55238	633
2806	2927
729159	0
1006	0
1009	2076
1003	0
146227	4
7084	471
100529251	0
51192	67
113540	41
146225	1
123920	742
146223	918
1783	2477
283847	0
8883	963
766	0
57546	344
1014	0
6236	20
51647	903
8824	1187
23491	24
283848	0
865	642
80262	382
84752	511
8717	313
55336	42
3299	109
8996	515
653319	274
283849	18
1874	911
79767	28
26231	30
29100	453
29109	504
6553	95
25894	504
146212	23
55282	3
51673	1
29800	258
3291	2
9114	1537
181	1
79567	1000
10664	936
146206	4
65057	328
50855	164
84080	308
388284	14
81577	309
57610	533
55815	12
80152	575
57215	498
10204	3349
23644	957
123904	3
5681	850
1506	9
5699	370
3931	93
6560	1146
64180	0
64174	0
100131303	0
55794	223
54920	265
4775	583
80004	4
23659	1156
9057	1799
84138	113
54496	587
55512	74
146198	791
1001	2
999	1
79613	306
3038	28
54921	1531
84916	1166
6645	321
27183	1038
84342	448
64146	111
51388	537
146456	9
7014	393
80777	1630
10725	1066
1728	5552
28987	1379
11060	784
348174	3
55066	897
283971	0
118460	160
16	2131
11269	409
55308	807
6483	466
197258	261
25839	1341
23450	3102
146433	2
92154	3897
55697	1438
54768	162
55783	348
794	22
7571	256
7567	52
10164	1
6898	4
91862	6
23035	368
164	1759
342371	812
55565	91
9798	1880
342372	8
1723	133
3240	1
3250	1
54957	283
9785	1121
83449	1
463	541
388289	0
5713	1849
440348	28
497190	4
2734	2619
55159	995
197259	164
79152	0
79726	573
84937	336
197257	49
162239	200
440387	0
1504	0
9564	2853
10428	645
124491	162
4166	1
23563	6
79583	303
11345	1281
23536	238
3735	2689
54386	1072
85445	18
22879	464
100130958	82
170692	1
283927	91
57687	22
10143	0
51741	70
4094	6
83657	11
124359	73
56942	406
55839	550
23300	1032
123775	34
2653	365
114780	103
53630	6
8139	78
80790	1476
5336	123
93517	0
3294	8171
10200	413
1012	0
3281	2199
23417	198
29948	137
54550	1
146167	0
8720	2899
83693	428
123872	1
9013	446
161931	0
93107	0
58189	0
9914	18
57707	589
23406	7177
79786	777
9100	1513
83716	19
55625	1477
9764	195
339145	0
23199	896
51659	520
404550	113
10328	557
1327	4895
3394	0
2294	6
64779	292
2303	0
2300	23
100506581	75
79791	518
81631	1866
23174	1115
57338	2
54758	257
8140	6054
763	0
54971	212
84627	1
161882	143
124245	791
27189	0
1535	626
4597	947
333929	10
115992	197
348180	218
9780	3876
81620	485
353	1559
2588	594
51693	972
390748	0
863	0
100129697	0
197322	356
1013	0
146429	0
197320	121
29123	2055
100287036	13
6687	1004
6137	24317
27132	68
1800	0
5119	1587
124045	93
8558	662
124044	129
9605	249
92822	171
2175	477
84501	211
22980	1761
4157	84
10381	1446
54849	842
92806	204
79007	712
2622	375
11105	1
8447	0
9501	18
100506388	0
400566	106
359845	712
55275	614
79850	735
50628	711
51031	1036
55178	316
64359	225
29928	464
29	4391
727857	0
286753	0
7531	10312
1398	1527
4641	6982
51763	680
5306	1960
124935	58
8578	11
83547	81
10594	5848
727910	109
124997	656
5345	12
5176	337
114826	243
6117	1765
146760	1
1801	286
124641	71
3090	78
23293	943
63826	89
55720	949
9905	1757
4335	410
79066	343
5048	2197
23277	1352
23108	87
8386	0
4991	0
8390	0
26189	0
8383	0
4995	0
4994	0
8387	0
8392	0
8388	0
84690	0
443	1
162514	8
7442	61
23729	483
1497	394
30851	1663
83460	909
5026	321
3682	184
83903	112
55421	462
84254	91
5023	0
489	0
23140	1027
124936	814
51479	1403
7326	894
201305	138
124976	8506
10514	404
124975	2
342527	0
246	0
27043	846
409	636
400569	289
58191	231
84225	7
9032	0
284013	6
388323	11
5694	1526
5338	389
50488	1390
1145	5
100130311	9
2811	22
8402	956
26001	2266
5216	11762
2027	36
9552	846
23125	609
388324	112
10749	3700
55065	0
124961	8
7775	68
9098	7
84622	57
388325	6
9135	1165
4927	883
84268	508
708	1893
56919	702
51009	666
79003	312
728392	646
22861	165
23302	130
23746	0
54478	582
83394	2793
9851	495
84817	453
51003	147
388327	84
284111	0
54739	0
162517	0
83659	0
239	103
440400	3161
124944	494
255877	1
201232	60
162515	2
10462	0
433	0
432	9
1742	318
37	5559
1856	850
79142	1091
11337	5658
23399	2088
23587	383
1366	0
6517	1
51087	0
1984	10152
2874	970
84461	540
9744	95
147040	641
339168	0
8711	157
57048	745
254863	474
57555	731
374768	0
201243	0
284114	95
2256	23
1140	486
57659	2158
643664	2
5430	1984
407977	0
8742	130
8741	126
26168	1107
1973	13314
968	2906
9526	1284
6665	31
9513	926
6462	7
112483	457
482	0
7157	1110
55135	308
1949	564
146754	0
23135	356
92162	6
84316	1083
124637	306
1107	2769
9196	10
58485	1540
116840	683
3000	0
247	1
242	6
59344	1
84667	6
5187	173
6844	704
84314	247
54785	197
9212	680
80169	222
5198	666
399512	35
29098	54
22899	1
146852	0
124751	44
6154	21409
643904	1
81565	523
4628	2266
146849	0
388333	0
162387	0
146850	0
23533	0
9423	1
9482	305
146845	6
124739	89
201140	0
644070	0
9340	7
5957	0
8522	571
8735	0
4626	0
4622	0
4619	0
4620	0
4621	15
6341	526
56985	114
388335	49
644139	0
388336	0
1770	0
7566	94
6416	622
93649	1
9912	4
60528	1609
9955	994
1352	262
146822	0
9953	177
5376	1657
64518	7
100533496	0
284040	1
201158	65
374286	8
10626	421
57335	236
353149	1
136	643
125150	165
54902	940
9611	1694
9487	54
201161	65
7314	11802
51393	12
388341	3775
57336	166
57547	37
9720	42
23495	0
23164	3869
201164	48
201163	394
8533	1039
56953	134
55090	262
51655	6
10400	447
10743	916
6720	1093
146691	942
83450	33
91647	337
79018	369
1819	527
51168	6
54890	1340
3996	713
2314	3798
125170	393
7156	627
140775	914
6470	1483
645027	0
654346	0
254272	2
729288	41
147166	266
10517	4
51030	429
5636	404
125206	90
644815	226
10750	2
400581	0
79999	0
388436	0
22905	611
27077	353
5598	424
4239	13
7732	5
6187	1123
